Unnamed: 0,Context,Verb.form,Recipient,Theme,morph_case
286,"um, he'd been working in the mine where there was a lot of blasting and fumes of nitro-glycerin in the air which give you intense headaches from dilating up the arteries.",give,you,intense headaches,dat
287,i'd walk down the street and go in and they'd give me the stuff.,give,me,the stuff,dat
288,"we'd walk down go into the barber shop, my father would give like- each- my brother and i a quarter.",give,my brother and i,a quarter,dat
289,"you have another vehicle following you that you drive their car home, get them home safe, give them their keys back and then you get back in the other car that was following you.",give,them,their keys,dat
290,"and he saw them there, and he had ah, given dad fair warning,",given,dad,fair warning,dat
291,"and ah i remember the day my dad come and he gave me five bucks and said, ""go get a haircut and be down at smith-signs"", ",gave,me,five bucks,dat
292,"they just say, ""look we'll give you five grand to turn your back"" so the story goes on some other stuff,",give,you,five grand,dat
293,"it's- we've written a little formal- well, letter-type-presentation of our- ah i should sh-- give you a copy sometime.",give,you,a copy,dat
294,"ike, she’s, she was so like, touched. and like, i gave her the present. and the shirt i got her, she s",gave,her,the present,dat
295,month i think. but i 'm not really sure. but they gave us a schedule today but i haven 't really had ti,gave,us,a schedule,dat
296,"and then he gave me a hug,",gave,me,a hug,dat
297,"ke when?  it 's something so subtle like, he gave me a pen, a smiley face pen, and um he said some",gave,me,a pen,dat
298,"and then h-- kristen gave me a hug, and then after that we-",gave,me,a hug,dat
299,"""i 'm not really sure you sh-- why don ' t i just give you these clothes. you can try them on and let ",give,you,these clothes,dat
300,"and an i-pod yeah okay. first of all i would not give a little kid an i-pod. one, it ‘s gonna break li",give,a little kid,an ipod,dat
301,“okay”. for class president. and then he said- he gave me some ideas and they give them out and he ‘s li,gave,me,some ideas,dat
302,  did she like it?   she did. i gave her some necklace and she said she liked it and s,gave,her,some necklace,dat
303,"anything before and-"" and then he was like, ""just give me another chance, like what do you have to lose ",give,me,another chance,dat
304,"just really like upset, so then he was like, ""just give me another chance."" like, ah, he was saying that",give,me,another chance,dat
305,"he's like, ""i have everything to lose if you don't give me this chance."" and then he was just like- i've",give,me,this chance,dat
306,"e in atria, then it just looks so ugly and then it gives me a headache, which doesn't happen often, but th",gives,me,a headache,dat
307,"she's just there too much. um, and if she's just giving them easy patients who are relatively ambulatory",giving,them,easy patients,dat
308,i'll give you an example.,give,you,an example,dat
309,i had like a big bone and i painted my face i-think and gave myself a unibrow.,gave,myself,a unibrow,dat
310,"and one time we did my brother and his friends' makeup, we gave them a makeover,",gave,them,a makeover,dat
311,"and then i already paid the thousand dollars to write the tests, and they won't give me my money back.",give,me,my money,dat
312,i don't know if they want life to happen for them or for people to give them their life but there is everything here.,give,them,their life,dat
313,"they gave us one week- not even, four days notice",gave,us,one week,dat
314,"so my- my brother and i used to walk the pipeline picking up pop bottles, that'd give you five bucks,",give,you,five bucks,dat
315,and then business started to fall apart and i went back to the freights again because the- the- the crews gave me a bonus one time.,gave,me,a bonus,dat
316,like every-once-in-a-while they'll give you one person to go in,give,you,one person,dat
317,"i know, i know, they should make one about me. give me some money.",give,me,some money,dat
318,well he wasn't going to give you the money to make sure his sa-- your salary was higher,give,you,the money,dat
319,e should put some of it back.  i 'll probably give them a donation. the money that we raised- ,give,them,a donation,dat
320,"a nice guy and i really- i really iiiked him, he gave me an award at the end, when i graduated yeah ",gave,me,an award,dat
321,"] um yeah or if i can't think of a word, they 'll give me a word alright kind-of try to help me along,",give,me,a word,dat
322,ting  that 's annoying  and the she started giving me a speech about how well it 's not about the g,giving,me,a speech,dat
323," the same- they backed it up the same way but you gave them an a,"" right, and she 's like ""oh yeah,"" an",gave,them,an a,dat
324,"s, in terms of starting, starting earlier and um giving students more structure definitely makes transiti",giving,students,more structure,dat
325,"f differently that a typical english class um, she gave us this assignment where we were supposed to pic",gave,us,this assignment,dat
326,"ics and you 'd have a bag about like this, they 'd give  you a bag and they 'd have samples in it. and fo",give,you,a bag,dat
327,"gnancies and the number of abortions"" right? ""that gives us the rate, if there 's a million pregnancies a",gives,us,the rate,dat
328,"ht you guys were report the news, why are you just giving us one side? you 're obviously trying to sway th",giving,us,one side,dat
329,"r or something.  oh-my-god.  but um, let me give you an example though, when i say this about the",give,you,an example,dat
330,"paranoid?  no. not at all.  because let me give you an example, with ah, i loved u-s-a-dot-com,",give,you,an example,dat
331,"in fact it was my mom one day, she got mad at him and she's like, ""kyle give me that axe."" and she said,",give,me,that axe,dat
332,so the government is not just going to give you this land.,give,you,this land,dat
333,she gave me a hug and we hung out,gave,me,a hug,dat
334,and what it says on- on this- see she gave me this- this diary that has the same  it's called,gave,me,this diary,dat
335,"make me come in and give me some treats and- ""oh you porr dear, you're so cold.""",give,me,some treats,dat
336,and tom gave me that locket.,gave,me,that locket,dat
337,"and now i don't like rye, it gives me a headache.",gives,me,a headache,dat
338,i can't remember i gave her something else.,gave,her,something else,dat
339,"so this past year, what did i give her, i gave her the examiner.",gave,her,the examiner,dat
340,"i gave mom the examiner, she's quite happy with that.",gave,mom,the examiner,dat
341,"my father who god-bless-him and he was a good father but when i went away to college, he gave me ten-dollars.",gave,me,ten-dollars,dat
342," so ah, ah and we're in the eastern  side of the municipality. and ah- ah ah to give you an example we lose our- our input and our- and really our democracy in this way.",give,you,an example,dat
343,they're expecting it 'cause we give them several warnings and try to work with them in support systems,give,them,several warnings,dat
344,um we had ones that would tip us or give us ice-cream when we'd come but i don't think we had any bad ones.,give,us,icecream,dat
345, 'er- give 'er the onion.',give,her,the onion,dat
346,"no ah and the only expression that i can think of ah in high-school they used to say, 'oh give her the onion.'",give,her,the onion,dat
347,we moved because heather got a job in orno and that gave us the opportunity to move back to peterborough.,gave,us,the opportunity,dat
348,i give them their freedom and it's not all about hovering over them or being with them every minute.,give,them,their freedom,dat
349,we bet him two bucks that he could swing this pool noodle and if you could hit our pool noodle we'd give him two bucks.,give,him,two bucks,dat
