Line,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
he ah . he wrote a letter to the vet,wrote a letter to the vet,wrote,the vet,Def,non,Anim,a letter,Indef,non,Inanim
looking for the same service and they got it even if perhaps I didn't sell it to them and somebody else sold it to them .,sell it to them,sell,them,Def,pronoun,Anim,it,Def,pronoun,Inanim
. we <mmm> . and in fact . we used to sell the eggs to the . grocer .,sell the eggs to the . grocer .,sell,the grocer,Def,non,Anim,the eggs,Def,non,Inanim
. what he was washing up <mm hmm> so he gave it to them and they went down and got him the two bottles of beer,gave it to them,gave,them,Def,pronoun,Anim,it,Def,pronoun,Inanim
I didn't take my problems to anybody really,take my problems to anybody,take,anybody,Indef,non,Anim,my problems,Def,non,Inanim
and . course he could send the money to them .,send the money to them .,send,them,Def,pronoun,Anim,the money,Def,non,Inanim
you've got to make some effort to it so there's a reciprocity about it,make some effort to it,make,it,Def,pronoun,Inanim,some effort,Indef,non,Inanim
you're lucky. that you could give it to her.,give it to her.,give,her,Def,pronoun,Anim,it,Def,pronoun,Inanim
has brought all these Taiwanese people . to the bay . off the boat .,brought all these Taiwanese people . to the bay .,brought,the bay,Def,non,Inanim,all these Taiwanese people,Def,non,Anim
when you've been sending letters to other Dennisons they they just kept sending them to me because (.),sending letters to other Dennisons,sending,other Dennisons,Indef,non,Anim,letters,Indef,non,Inanim
such a pity . but we have a book . I showed it to you of our grandfather's,showed it to you,showed,you,Def,pronoun,Anim,it,Def,pronoun,Inanim
the cows that you could give it to the cows and to pigs if you had pigs .,give it to the cows and to pigs,give,the cows,Def,non,Anim,it,Def,pronoun,Inanim
they explored the district and gave the the names to the different natural features .,gave the the names to the different natural features .,gave,the different natural features,Def,non,Inanim,the names,Def,non,Inanim
looking for the same service and they got it even if perhaps I didn't sell it to them and somebody else sold it to them .,sold it to them .,sold,them,Def,pronoun,Anim,it,Def,pronoun,Inanim
and I cut it out and Len came up one day and he asked me if I would give it to him because .,give it to him,give,him,Def,pronoun,Anim,it,Def,pronoun,Inanim
and sold it here . to the miners at the lake shore,sold it here . to the miners at the lake shore,sold,the miners at the lake shore,Def,non,Anim,it,Def,pronoun,Inanim
. I think they might have sent a . a vehicle to us,sent a . a vehicle to us,sent,us,Def,pronoun,Anim,a vehicle,Indef,non,Inanim
then you're not selling it to a . a finished article -,selling it to a . a finished article -,selling,a finished article,Indef,non,Inanim,it,Def,pronoun,Inanim
he sent an obscene letter to somebody and they took him to court and fined him for it,sent an obscene letter to somebody,sent,somebody,Indef,non,Anim,an obscene letter,Indef,non,Inanim
these owners sold water to the miners .,sold water to the miners .,sold,the miners,Def,non,Anim,water,Indef,non,Inanim
and gave that  to the Anglican church .,gave that . to the Anglican church .,gave,the Anglican church,Def,non,Inanim,that,Def,pronoun,Inanim
<oh> so I sent a fax to Auckland and just left,sent a fax to Auckland,sent,Auckland,Def-pn,non,Inanim,a fax,Indef,non,Inanim
and he used to give it to the . people,give it to the . people,give,the people,Def,non,Anim,it,Def,pronoun,Inanim
<you know> I sent that when I . sent that tape round I copied that tape and sent it to all the girls .,sent it to all the girls .,sent,all the girls,Def,non,Anim,it,Def,pronoun,Inanim
we're selling it to a . Brisbane company who's then -,selling it to a . Brisbane company,selling,a Brisbane company,Indef,non,Inanim,it,Def,pronoun,Inanim
so perhaps you dont just y know (.) go and take goodies to the (.) neighbours when they move in as (.) readily as we wouldve in the olden (.)    you,take goodies to the (.) neighbours,take,the neighbours,Def,non,Anim,goodies,Indef,non,Inanim
and then sent another letter to the,sent another letter to the . whatever the professional association is of vets,sent,whatever the professional association is of vets,Indef,non,Inanim,another letter,Indef,non,Inanim
and they could give that to the animals .,give that to the animals .,give,the animals,Def,non,Anim,that,Def,pronoun,Inanim
left over I got him just a tiny bit and gave it to him .,gave it to him .,gave,him,Def,pronoun,Anim,it,Def,pronoun,Inanim
<that's true . right> family tree and unfortunately I gave it to Pamela Margaret .,gave it to Pamela Margaret .,gave,Pamela Margaret,Def-pn,non,Anim,it,Def,pronoun,Inanim
when they sold it to the . Clutha Leader .,sold it to the . Clutha Leader .,sold,the Clutha Leader,Def,non,Inanim,it,Def,pronoun,Inanim
you're not allowed to dis they're not allowed to give a credit or . if they give a credit . to someone .,give a credit . to someone .,give,someone,Indef,non,Anim,a credit,Indef,non,Inanim
 - high school of this community . and she would be giving practical experience to the girls on the home home craft course .   whereas,giving practical experience to the girls on the home home craft course,giving,the girls on the home craft course,Def,non,Anim,practical experience,Indef,non,Inanim
. um - - I can't remember [whether or not?] they used to sing I wrote a letter to my love and on the way I dropped it and,wrote a letter to my love,wrote,my love,Def,non,Anim,a letter,Indef,non,Inanim
made the mistake of giving his money to him before he'd actually counted it .,giving his money to him,giving,him,Def,pronoun,Anim,his money,Def,non,Inanim
they'd take it to this store .,take it to this store .,take,this store,Def,non,Inanim,it,Def,pronoun,Inanim
. and she sent this revolver to her sister in ah Australia,sent this revolver to her sister in ah Australia,sent,her sister in Australia,Def,non,Anim,this revolver,Def,non,Inanim
and actually offered support to new people joining,offered support to new people joining,offered,new people joining,Indef,non,Anim,support,Indef,non,Inanim
my sister May sold it to her granddaughter,sold it to her granddaughter,sold,her granddaughter,Def,non,Anim,it,Def,pronoun,Inanim
but Penny either gave it to the - to the f . the,gave it to the - to the f . the present Clutha Leader .,gave,the present Clutha Leader,Def,non,Inanim,it,Def,pronoun,Inanim
to send me to a boarding school,send me to a boarding school,send,a boarding school,Indef,non,Inanim,me,Def,pronoun,Anim
he at once sent word . to headquarters at ahh ahh Te Awamutu .,sent word . to headquarters at ahh ahh Te Awamutu .  where the commander was Brigadier General Carey .,sent,headquarters at Te Awamutu where the commander was Brigadier General Carey,Indef,non,Inanim,word,Indef,non,Inanim
. she was actively sending parcels,sending parcels . to different ah people that we knew who were at the war,sending,different people that we know who were at the war,Indef,non,Anim,parcels,Indef,non,Inanim
his mind was deranged . and his niece and I . used to take his dinner to him at dinner time .,take his dinner to him,take,him,Def,pronoun,Anim,his dinner,Def,non,Inanim
trying to bring some um .,bring some um .   order to the region,bring,the region,Def,non,Inanim,some order,Indef,non,Inanim
and his own farm homestead was called Elderlea thus giving the name .,giving the name .  to that part of Milton that lies towards the railway line .,giving,that part of Milton that lies towards the railway line,Def,non,Inanim,the name,Def,non,Inanim
Mr Ritchie there he rode many times over the hill and brought the doctor to .,brought the doctor to .   people,brought,people,Indef,non,Anim,the doctor,Def,non,Anim
then when Jack died uh Grandma sold it to Dave Mackie,sold it to Dave Mackie,sold,Dave Mackie,Def-pn,non,Anim,it,Def,pronoun,Inanim
oh they were paying bribes to ah the South Africans in order to get,paying bribes to ah the South Africans,paying,the South Africans,Def,non,Anim,bribes,Indef,non,Inanim
but Penny - gave it to the - ah -,gave it to the - ah - free press in Balclutha,gave,the free press in Balclutha,Def,non,Inanim,it,Def,pronoun,Inanim
they used to take their eggs and butter that they didn't need themselves  to,take their eggs and butter that they didn't need themselves  to a little shop .,take,a little shop,Indef,non,Inanim,their eggs and butter that they did n't need themselves,Def,non,Inanim
he um . the actual Bri- the British in the end because he used to write all these letters .,write all these letters . to er . my mother,write,my mother,Def,non,Anim,all these letters,Def,non,Inanim
sure and take the older two girls to school and .,take the older two girls to school,take,school,Def,non,Inanim,the older two girls,Def,non,Anim
oh some . yes you'd give them to favoured boys -,give them to favoured boys -,give,favoured boys,Indef,non,Anim,them,Def,pronoun,Inanim
given five hundred to their worst enemy,given five hundred to their worst enemy,given,their worst enemy,Def,non,Anim,five hundred,Indef,non,Inanim
gave some aid money to . an agricultural training centre -,gave some aid money to . an agricultural training centre -,gave,an agricultural training centre,Indef,non,Inanim,some aid money,Indef,non,Inanim
and so I'd leave ah Mum to ah tell you know stories to the visitors and that .  so,tell you know stories to the visitors,tell,the visitors,Def,non,Anim,stories,Indef,non,Inanim
I wrote a letter .,wrote a letter .   ahh about three months ago . to an address of a niece of my father's .,wrote,an address of a niece of my father's,Indef,non,Inanim,a letter,Indef,non,Inanim
we had turn about paying visits to ahh  ahh,paying visits to ahh  ahh the other teams,paying,the other teams,Def,non,Anim,visits,Indef,non,Inanim
what she saw and she told me exactly the same thing,told me exactly the same thing,told,me,Def,pronoun,Anim,exactly the same thing,Def,non,Inanim
showed me how to do basic book you know,showed me how to do basic book you know book work etcetera etcetera,showed,me,Def,pronoun,Anim,how to do basic book work etcetera etcetera,Indef,non,Inanim
and he'd actually one of his mates had already given him a biff in the afternoon,given him a biff,given,him,Def,pronoun,Anim,a biff,Indef,non,Inanim
gotta give them an injection of um --,give them an injection of um -- glucose --,give,them,Def,pronoun,Anim,an injection of glucose,Indef,non,Inanim
that he . we were giving him two injections at a time - and,giving him two injections,giving,him,Def,pronoun,Anim,two injections,Indef,non,Inanim
and it gives you high blood sugar --,gives you high blood sugar --,gives,you,Def,pronoun,Anim,high blood sugar,Indef,non,Inanim
she's loaned me those,loaned me those,loaned,me,Def,pronoun,Anim,those,Def,pronoun,Inanim
and the guy gave her all sort of rotten fruit <oh>,gave her all sort of rotten fruit,gave,her,Def,pronoun,Anim,all sort of rotten fruit,Def,non,Inanim
oh god I told you before what hill it was,told you before what hill it was,told,you,Def,pronoun,Anim,what hill it was,Indef,non,Inanim
gave me the batton,gave me the batton,gave,me,Def,pronoun,Anim,the batton,Def,non,Inanim
and gave them a donation which was brilliant,gave them a donation,gave,them,Def,pronoun,Anim,a donation,Indef,non,Inanim
and I was telling them all this.,telling them all this. nonsense,telling,them,Def,pronoun,Anim,all this nonsense,Def,non,Inanim
really you know if you want carpets cleaned or anything give Murray a yell <that's true actually> he'll pop in and do them for ya <yeah>,give Murray a yell,give,Murray,Def-pn,non,Anim,a yell,Indef,non,Inanim
and an- the kids were really good you know I mean they were always giving him really incredible birthday presents and .,giving him really incredible birthday presents,giving,him,Def,pronoun,Anim,really incredible birthday presents,Indef,non,Inanim
so I just said give me their name and their . their f- new flat . address they're down Hereford St .,give me their name and their . their f- new flat . address,give,me,Def,pronoun,Anim,their name and their new flat address,Def,non,Inanim
because we tried to keep it pretty quiet we just sold up <yeah> and just told our really close friends .,told our really close friends . <yeah> what had happened,told,our really close friends,Def,non,Anim,what had happened,Indef,non,Inanim
