Unnamed: 0,Context,Response.variable,Possessor,Possessum,morph_case
282,and what 's $your teacher$ 's &name&?  ,s-genitive,your teacher,name,gen
283,the dutch girl?  she was $my f&riend$&'s friend.,s-genitive,my friend,friend,gen
284,we went to $amid$'s &house& right?,s-genitive,amid,house,gen
285,"i drive down to $someone$'s &house&, park my car, and then cab out to the bar.",s-genitive,someone,house,gen
286,last time i saw him was at the-guvernment on $shirley$'s &birthday&.,s-genitive,shirley,birthday,gen
287,it 's the biggest waste of taxpayer's mo&ney i& 've ever seen$$e biggest waste of taxpayer's money i 've ever seen.,s-genitive,taxpayers,money,gen
288,he 's the funniest fucking guy.  if you wanna study like $people$'s &like colloquialisms and slang&.,s-genitive,people,like colloquialisms and slang,gen
289,"someone gets a call saying ""oh well we have a- an up-and-coming m-t-v person who wants to interview you to get $the young people$'s &perspective&.""",s-genitive,the young people,perspective,gen
290,"oh th&e next-door-neighbour a&ctually of the person who kil-- who blew his brains out$$ly of the person who kil-- who blew his brains out,",of-genitive,the person who blew his brains out,the next-door-neighbour,gen
291,"he was leaving the- $the neighbour$'s &house&- the lesbian's house i should say, ",s-genitive,the neighbour,house,gen
292,"...he was leaving the- the neighbour's &house&- $the lesbian$'s house i should say, ",s-genitive,the lesbian,house,gen
293,i mean go to $my friend$'s &house& and little stupid things like that ,s-genitive,my friend,house,gen
294,"we just, ah- just go to $a friend$'s &house& play video-games, ",s-genitive,a friend,house,gen
295,i like- i like $other people$'s &kids&.,s-genitive,other people,kids,gen
296,yeah- i just went by $my buddy$'s &house& and we went to his boat,s-genitive,my buddy,house,gen
297,and they looked like $my grandfather$'s- my fi-- my grandfather's &fingernails& like just before he passed ,s-genitive,my grandfather,fingernails,gen
298,and knowing it 's $someone else$'s &blood& is was just kind-of- kind-of eerie.,s-genitive,someone else,blood,gen
299,i$ 'm only worried about o$ne of my ex-girlfriend's birthday-present-&&ed about one of my ex-girlfriend's birthday-present- ,s-genitive,one of my ex-girlfriends,birthday present,gen
300,so my parents would go up to $their friend$s' &cottage&,s-genitive,their friend,cottage,gen
301,"we went over to $someone else$'s &house&, that 's not ukrainian,",s-genitive,someone else,house,gen
302,and maybe i 'd go to $my aunt$'s &house& 'cause my- her husband isn't ukrainian ,s-genitive,my aunt,house,gen
303,"unless it was like a sleep-over-party at $my friend$'s &house&, ",s-genitive,my friend,house,gen
304,"$roman$'s &sister&, yeah, his brother, yeah yeah yes, ",s-genitive,roman,sister,gen
305,"they 'd say ""oh you 're $tanga$'s &sister&. oh that 's so nice.",s-genitive,tanga,sister,gen
306,"and i said ""well look at $this person$'s &paper&, they gave the same-",s-genitive,this person,paper,gen
307,"it looks like &the face& of $an afgan$ , but the coat of a- like a collie, it sounds weird",of-genitive,an afgan,the face,gen
308,"$my mom$'s &sister&, my aunt, came here nineteen-sixty-seven,",s-genitive,my mom,sister,gen
309,"like if we 're sick ""oh we 'll be fine"" you-know that sort of thing, don 't want to waste $anybody$'s &time& (laughing) ",s-genitive,anybody,time,gen
310,"the wedding 's at $marissa$'s &church& where her mom got married, saint-dominic 's which is just in mississauga,",s-genitive,marissa,church,gen
311,"well it 's $her maid-of-honor$'s &shower& actually, so",s-genitive,her maid-of-honor,shower,gen
312,no that 's $marissa$'s &dog&.,s-genitive,marissa,dog,gen
313,"what was the other one? oh a corgie, like $the queen$'s &dog&, eh, i don 't know.",s-genitive,the queen,dog,gen
314,"i had a cat actually now, that ah was hiding in $marissa$'s &bushes&.",s-genitive,marissa,bushes,gen
315,"and $marissa$'s &father& worked for the city,",s-genitive,marissa,father,gen
316,"i have um, $my mom$'s &aunt&, so my grandmother 's sister lives out there, and my mom's two cousins.",s-genitive,my mom,aunt,gen
317,"i have um, my mom 's aunt, so $my grandmother$'s &sister& lives out there, and my mom's two cousins.",s-genitive,my grandmother,sister,gen
318,"i have um, $my mom$ 's aunt, so my grandmother 's sister lives out there, and my mom's &two cousins&.",s-genitive,my mom,two cousins,gen
319,"no &shoes& on, $my father$'s shoes.",s-genitive,my father,shoes,gen
320,we were watching this really weird show once about $sting$'s &fan club&.,s-genitive,sting,fan club,gen
321,"$marissa$'s &maid-of-honor&, jennifer, this girl, she went to this belly-dancing course",s-genitive,marissa,maid-of-honor,gen
322,"so i think it might have been just the year before $marissa$'s &dad& died, he had talked about this production of carmen coming to the-hummmingbird,",s-genitive,marissa,dad,gen
323,"$marissa$'s &mom and dad& went and then we ended up getting tickets, and they came back and they 're saying ""oh wait 'til you see it.""",s-genitive,marissa,mom and dad,gen
324,"like $my brother$'s &friends&, my- hopefully my sister's friends, people that work at my mom's office like,",s-genitive,my brother,friends,gen
325,"...like my brother's &friends&, my- hopefully $my sister$'s friends, people that work at my mom's office like,",s-genitive,my sister,friends,gen
326,"...like my brother's friends, my- hopefully my sister's friends, people that work at $my mom$'s &office& like,",s-genitive,my mom,office,gen
327,it 's my &label& and $dave$'s label. ,s-genitive,dave,label,gen
328,yeah that's the trouble of being &the girlfriend& of $a musician$,of-genitive,a musician,the girlfriend,gen
329,"and pat-metheny was playing a concert in $this guy$'s &house&,",s-genitive,this guy,house,gen
330,"and that's $ingrid and kristen$'s &mom&, do you know them?",s-genitive,ingrid and kristen,mom,gen
331,"i µm at my- $this other guy$'s &house&, a friend of mine, ",s-genitive,this other guy,house,gen
332,and then later on another aunt um $my mom$'s &sister& moved in across the street with my grandfather,s-genitive,my mom,sister,gen
333,"i didn 't know anybody that was playing at $ashley-w$'s &level& for instance,",s-genitive,ashley-w,level,gen
334,"um probably around the corner, or at some- $a friend$'s &house&.",s-genitive,a friend,house,gen
335,that 's $archie-a$'s &daughter&?  tessima?,s-genitive,archie-a,daughter,gen
336,"$the mother$ and the mother's &daughter& came running out of the house and started chasing us down the street,",s-genitive,the mother,daughter,gen
337,oh yeah.  we 're going to $ingrid$'s &wedding& in ,s-genitive,ingrid,wedding,gen
338,"well also with the way $certain people$'s &brains& work and the- you can almost tell ""okay you went to-""",s-genitive,certain people,brains,gen
339,"my family will remember this because i got be this goddess, um, that was, like- had &the head& of $a hawk$ and stuff-like-that.",of-genitive,a hawk,the head,gen
340,"ah, sort-of on-the-basis-of your work and- and the, ah, &the feelings& of $certain professors$ you 're- you 're streamed-off into different things.",of-genitive,certain professors,the feelings,gen
341,"and also, i-mean, just from a- &the view point& of $a reporter$, it forces people who didn 't-",of-genitive,a reporter,the view point,gen
342,"my mom is from denmark, um, so when $my father$'s &parents& moved to, ah, to toronto,",s-genitive,my father,parents,gen
343,"you start to pick up free-lance work, just really small things, but that 's the way to get into $an editor$'s, kind-of, &staple&.",s-genitive,an editor,staple,gen
344,"i-mean, you have to use your own intelligence to, sort-of, filter out $everyone$'s &bias&,",s-genitive,everyone,bias,gen
345,"i lived, like, in- in $my sister$'s &place& for about six months or so. ate all her food!",s-genitive,my sister,place,gen
346,his- grandpa's pa&rents c&ame from england um and grandma's parents came from englan$$pa's parents came from england um and grandma's parents came from england,s-genitive,his grandpa,parents,gen
347,his- grandpa's &parents& came from england um and $grandma$'s parents came from england,s-genitive,grandma,parents,gen
348,$dad$'s- all of dad's &stuff& is gone so.,s-genitive,dad,stuff,gen
349,"it's pretty cool what a couple o' teachers can do, $somebody$'s &future&.",s-genitive,somebody,future,gen
350,at $mom$'s &place& i ah-,s-genitive,mom,place,gen
351,"and um ah $mom$'s &boyfriend&, we went out and we got so many rocks, ",s-genitive,mom,boyfriend,gen
352,so a car is just totally out of $most people$'s &budget&.,s-genitive,most people,budget,gen
353,when um the- oh what's $the man$'s &name&?,s-genitive,the man,name,gen
354,"and then that fall i started building $mom$'s &house&, this house that we're in.",s-genitive,mom,house,gen
355,$people$'s &little lives& seem very isolated that they- they'll hang out with this little network,s-genitive,people,little lives,gen
356,and like $my mom$'s &family& stayed and my father's family also stayed,s-genitive,my mom,family,gen
357,and like my mom's &family& stayed and $my father$'s family also stayed,s-genitive,my father,family,gen
358,"they liked it because they understood &the structure& of $the patriarch$,",of-genitive,the patriarch,the structure,gen
359,"um and it's by &the grace& of $god$ that this place is here,",of-genitive,god,the grace,gen
360,and i remember $my friend$'s  &parents&.,s-genitive,my friend,parents,gen
361,"$mark$'s &dad& was in the hospital and you said, ""don 't come over mark.""",s-genitive,mark,dad,gen
362,like our &parent&s knew who $the bigger kid$'s parent was.,s-genitive,the bigger kid,parent,gen
363,so i 'm dating the- $the drycleaner$'s &son& for four years.,s-genitive,the drycleaner,son,gen
364,it was $the drycleaner$'s &son&.,s-genitive,the drycleaner,son,gen
365,"$my boyfriend$'s &parents& live in three-valleys, so it 's a fifteen minute walk.",s-genitive,my boyfriend,parents,gen
366,"yeah i 'll ask mark because he 's got &the name& of $the woman$ too,",of-genitive,the woman,the name,gen
367,"like all our, the prostration work and meditation and  mm  um just doing the practice for &the benefit& of $all beings$",of-genitive,all beings,the benefit,gen
368,i shouldn't use $mark$'s &name& though,s-genitive,mark,name,gen
369,um and i 'm very influenced by $people$'s &accents&,s-genitive,people,accents,gen
370,"and i remember the date, it was like november eighteen, 'cause that 's $my uncle$'s &birthday&,",s-genitive,my uncle,birthday,gen
371,"and i remember walking to $my friend holly$'s &house&,",s-genitive,my friend holly,house,gen
372,"so, to be put in $all women$'s &modern college& for mature students was a kicker",s-genitive,all women,modern college,gen
373,"you are supposed to be protecting $people$'s &lives&, preventing injury and if you' re mediocre, then you 're not always doing that.",s-genitive,people,lives,gen
374,"it 's like, i understand, and having read $coroner$'s &reports& which these kids haven 't.",s-genitive,coroner,reports,gen
375,"and i was like, ""oh-my-god! that 's $cam$'s &sister&!"" ",s-genitive,cam,sister,gen
376,and so we went to a party at $his friend jason$'s &house&.,s-genitive,his friend jason,house,gen
377,i have this vague recollection of sitting in $someone$'s &backyard& and talking but it was a nice house though.,s-genitive,someone,backyard,gen
378,"um, alex was over at $shana$'s &house&, and mike came storming in and he basically kicked down the door,",s-genitive,shana,house,gen
379,"we were like sitting downstairs in the kitchen and then the empty &room& which was going to be $michael$'s room, and he saw andy sitting there, ",s-genitive,michael,room,gen
380,those are $my friend$'s &lives&.,s-genitive,my friend,lives,gen
381,we cut across $someone$'s &lawn& one day,s-genitive,someone,lawn,gen
382,"and the funny thing is $mitch$'s &sister&, my husband's sister now lives in that building",s-genitive,mitch,sister,gen
383,"and the funny thing is mitch's &sister&, $my husband$'s sister now lives in that building",s-genitive,my husband,sister,gen
384,"if it's a &wedding& $somebody$'s wedding, we do that on our own",s-genitive,somebody,wedding,gen
385,like it was $my grandma$'s &seventy-fifth birthday& when i was like ten,s-genitive,my grandma,seventy-fifth birthday,gen
386,and then i walk into $her cousin$'s &room& and think,s-genitive,her cousin,room,gen
