accuLine,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
well I think I'll let him tell &that& to $you$ himself,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
from Orkney Island went and gave &a job& to $them$,gave them a job,gave,them,Def,pronoun,Anim,a job,Indef,non,Inanim
and Bill told &this& to $me$ about a . fortnight ago so,told me this,told,me,Def,pronoun,Anim,this,Def,pronoun,Inanim
I'll let him tell &the rest& to $you$ you know,tell you the rest,tell,you,Def,pronoun,Anim,the rest,Def,non,Inanim
but he started a contract and that . um . I'll let him tell &all that& to $you$ himself,tell you all that,tell,you,Def,pronoun,Anim,all that,Def,pronoun,Inanim
well I could tell &a wee bit about Jack's father& to $you$ but,tell you a wee bit about Jack's father,tell,you,Def,pronoun,Anim,a wee bit about Jack's father,Indef,non,Inanim
could've told &that& to $you$ see,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
I can't tell &the name& to $you$ but there was an interpreter,tell you the name,tell,you,Def,pronoun,Anim,the name,Def,non,Inanim
I think I told &that& to $you$ didn't I,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
she may have still gi. she might have only given &what we used to call lee and sixpence& to $me$ out of seven and six.,given me what we used to call lee and sixpence,given,me,Def,pronoun,Anim,what we used to call lee and sixpence,Indef,non,Inanim
she would give &ten cents& to $me$ see.,give me ten cents.,give,me,Def,pronoun,Anim,ten cents,Indef,non,Inanim
so she gave &a note& to $me$ and I opened it I was going to the chemist,gave me a note,gave,me,Def,pronoun,Anim,a note,Indef,non,Inanim
and it gave &a chance to get done what she wanted to get done& to $mum$,gave mum a chance to get done what she wanted to get done .,gave,mum,Def-pn,non,Anim,a chance to get done what she wanted to get done,Indef,non,Inanim
and I told &the message& to $mum$ and she said you're not going up there on your own,told mum the message,told,mum,Def-pn,non,Anim,the message,Def,non,Inanim
and then there'd have to get their children and make them play their violins give &items& to $us$,give us items,give,us,Def,pronoun,Anim,items,Indef,non,Inanim
Godson I gave &the proficiency certificate& to $him$,gave him the proficiency certificate .,gave,him,Def,pronoun,Anim,the proficiency certificate,Def,non,Inanim
they'd bring &holy communion& to $me$ here in my bed .,bring me holy communion,bring,me,Def,pronoun,Anim,holy communion,Def,non,Inanim
and the council was giving &half a ground& to $us$ a hundred .,giving us half a ground,giving,us,Def,pronoun,Anim,half a ground,Indef,non,Inanim
if they called out you know what larrikins like an give &all sorts of catcalls& to $you$,give you all sorts of catcalls .,give,you,Def,pronoun,Anim,all sorts of catcalls,Def,non,Inanim
and said you haven't tar sealed yet they said give &time& to $us$ [laughing] they came that week <[laugh]> .,give us time,give,us,Def,pronoun,Anim,time,Indef,non,Inanim
I did have a few um you know um cat calls about being a homey I think I told &that& to $you$ before <mmm> .,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
yes every Saturday we got that . um if we went to the pictures mum would give &a little bit extra& to $us$,give us a little bit extra,give,us,Def,pronoun,Anim,a little bit extra,Indef,non,Inanim
the strap or a caning if you did wrong and I don't think that does &any harm& to $anybody$,does anybody any harm .,does,anybody,Indef,non,Anim,any harm,Indef,non,Inanim
and um . yes I gave Mum I used to give &the ten shillings& to $Mum$ and I had five shillings .,give Mum the ten shillings,give,Mum,Def-pn,non,Anim,the ten shillings,Def,non,Inanim
no she um . at ah a . she taught &that& to $me$ well she didn't teach me that way she was always trying to,taught me that,taught,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
no she um . at ah a . she taught me that well she didn't teach &that way& to $me$ she was always trying to,teach me that way,teach,me,Def,pronoun,Anim,that way,Def,non,Inanim
very few had any money at all . but ah Mum would give &something of hers& to $me$ you know that she would have,give me something of hers,give,me,Def,pronoun,Anim,something of hers,Indef,non,Inanim
get something . I think the um a a hospital used to ah give &a little bit extra& to $them$ at Christmas .,give them a little bit extra,give,them,Def,pronoun,Anim,a little bit extra,Indef,non,Inanim
ah used to come and give &confirmation& to $mum$ at home -,give mum confirmation .,give,mum,Def-pn,non,Anim,confirmation,Indef,non,Inanim
and . I never charged &any board& to $them$ because I was working . so,charged them any board,charged,them,Def,pronoun,Anim,any board,Indef,non,Inanim
so . and she still insisted on paying &board& to $me$ but not as much as she did I only charged them about - twelve,paying me board,paying,me,Def,pronoun,Anim,board,Indef,non,Inanim
and um . my son came to me one day oh he . he was paying &a pound& to $me$ and,paying me a pound .,paying,me,Def,pronoun,Anim,a pound,Indef,non,Inanim
he paid &that& to $me$ and I d . I,paid me that,paid,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
so in the finish sh she . I said look . just pay &half& to $me$ I,pay me half .,pay,me,Def,pronoun,Anim,half,Indef,non,Inanim
tell her to give &a ring& to $me$ and,give me a ring .,give,me,Def,pronoun,Anim,a ring,Indef,non,Inanim
so she gave &a ring& to $me$ from the school . and I told her . and .,gave me a ring,gave,me,Def,pronoun,Anim,a ring,Indef,non,Inanim
I didn't do &any good& to $him$ was no - no,do him any good .,do,him,Def,pronoun,Anim,any good,Indef,non,Inanim
I says why not it'll do &a lot more good than anything else& to $you$ he never complained about my cooking I,do you a lot more good than anything else,do,you,Def,pronoun,Anim,a lot more good than anything else,Indef,non,Inanim
charge &ten percent& to $him$ on it though . and,charge him ten percent,charge,him,Def,pronoun,Anim,ten percent,Indef,non,Inanim
he said . it's not possible is it ? oh yes well you just struck me at the right time boy he says yes I can give &the nine thousand& to $you$ he says . but I'll charge you seven and half percent interest . and .,give you the nine thousand,give,you,Def,pronoun,Anim,the nine thousand,Def,non,Inanim
he said . it's not possible is it ? oh yes well you just struck me at the right time boy he says yes I can give you the nine thousand he says . but I'll charge &seven and half percent interest& to $you$ and .,charge you seven and half percent interest .,charge,you,Def,pronoun,Anim,seven and half percent interest,Indef,non,Inanim
he could just come up with money . like that that I never knew never knew he never told &a thing& to $me$ never,told me a thing .,told,me,Def,pronoun,Anim,a thing,Indef,non,Inanim
my husband was way up north one time did I tell &this& to $you$ about . me,tell you this ?,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
and I said by the way you owe &sixteen pound& to $me$ I,owe me sixteen pound .,owe,me,Def,pronoun,Anim,sixteen pound,Indef,non,Inanim
I said I couldn't live with it any longer it had to be done so you owe &sixteen pound& to $me$ so,owe me sixteen pound -,owe,me,Def,pronoun,Anim,sixteen pound,Indef,non,Inanim
so he very reluctantly gave &the sixteen pound& to $me$ and,gave me the sixteen pound -,gave,me,Def,pronoun,Anim,the sixteen pound,Def,non,Inanim
no no no <oh this was the day> the Duke has to . he'd given &this holiday& to $us$,given us this holiday .,given,us,Def,pronoun,Anim,this holiday,Def,non,Inanim
er there was no way that you'd get by without . feeding &hay or turnips& to $them$,feeding them hay or turnips .,feeding,them,Def,pronoun,Anim,hay or turnips,Indef,non,Inanim
so you had to be careful when you fed &turnips& to $them$,fed them turnips .,fed,them,Def,pronoun,Anim,turnips,Indef,non,Inanim
I could give &penicillin& to $you$ but I won't,give you penicillin,give,you,Def,pronoun,Anim,penicillin,Def,non,Inanim
. occasionally he'd give &something& to $you$,give you something .,give,you,Def,pronoun,Anim,something,Indef,non,Inanim
and ah . that would . might do &some good& to $you$ but just . stay in bed for a week,do you some good,do,you,Def,pronoun,Anim,some good,Indef,non,Inanim
. and . apparently he gave &the father and mother of a talking to& to $them$ everyone of them and,gave them the father and mother of a talking to,gave,them,Def,pronoun,Anim,the father and mother of a talking to,Def,non,Inanim
. so we gave &a correct course and a distance& to $him$,gave him a correct course and a distance,gave,him,Def,pronoun,Anim,a correct course and a distance,Indef,non,Inanim
she was jack of all trades she had to . teach &everything& to $everybody$ mmm,teach everybody everything .,teach,everybody,Def,non,Anim,everything,Def,non,Inanim
you know other water and that sort of didn't do &any good& to $your teeth$,do your teeth any good -,do,your teeth,Def,non,Inanim,any good,Indef,non,Inanim
~ation in those days I think they were . they didn't . teach &those sort of things& to $you$,teach you those sort of things .,teach,you,Def,pronoun,Anim,those sort of things,Def,non,Inanim
and he really taught &literature& to $us$ he was marvellous .,taught us literature .,taught,us,Def,pronoun,Anim,literature,Def,non,Inanim
of one of the islands and she'd sent &some king bird of paradise& to $her$,sent her some king bird of paradise .,sent,her,Def,pronoun,Anim,some king bird of paradise,Indef,non,Anim
he was the one that taught taught &addition& to $us$ in the sixth standards six standards .,taught us addition .,taught,us,Def,pronoun,Anim,addition,Indef,non,Inanim
oh well I can't tell &that& to $you$ now . [they were?] . children's hymns .,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
oh I couldn't tell &that& to $you$ I don't know .,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
and of course I I always gave &an answer back& to $them$,gave them an answer back .,gave,them,Def,pronoun,Anim,an answer back,Indef,non,Inanim
.  . I'll tell &something& to $you$,tell you something .,tell,you,Def,pronoun,Anim,something,Indef,non,Inanim
and I can remember one time . we went to stay . went in and . she gave &beads& to $us$ she had the beads ready .,gave us beads,gave,us,Def,pronoun,Anim,beads,Indef,non,Inanim
and ah . she gave &a doll& to $Pat$ and it was beautiful,gave Pat a doll .,gave,Pat,Def-pn,non,Anim,a doll,Indef,non,Inanim
I said I didn't know were he was he gave &the strap& to $me$,gave me the strap,gave,me,Def,pronoun,Anim,the strap,Def,non,Inanim
she'd leave &her books& to $me$ that's how we passed them on,leave me her books .,leave,me,Def,pronoun,Anim,her books,Def,non,Inanim
I suppose that's what gave &the ginger& to $us$,gave us the ginger,gave,us,Def,pronoun,Anim,the ginger,Def,non,Inanim
and I used to have a mat on the lawn outside and give &their lunch& to $them$ out there .,give them their lunch,give,them,Def,pronoun,Anim,their lunch,Def,non,Inanim
you owe &a farthing& to $me$ and when will you pay me .,owe me a farthing,owe,me,Def,pronoun,Anim,a farthing,Indef,non,Inanim
and he'd be met by a smiling post master saying come in Harry come and tell &your worries& to $me$,tell me your worries .,tell,me,Def,pronoun,Anim,your worries,Def,non,Inanim
I'll give &a month& to $you$ you make up your mind .,give you a month .,give,you,Def,pronoun,Anim,a month,Indef,non,Inanim
so she gave &Kathleen& to $me$ as my second name .,gave me Kathleen,gave,me,Def,pronoun,Anim,Kathleen,Def-pn,non,Inanim
charged &half price& to $mother$ she tells she told storys of going over Arthur Pass . in the coach,charged mother half price -,charged,mother,Def,non,Anim,half price,Indef,non,Inanim
give &the opportunity to buy it& to $my father$ so then he decided he'd set up in business -,give my father the opportunity to buy it,give,my father,Def,non,Anim,the opportunity to buy it,Def,non,Inanim
to give &a better life& to $them$ and Cyril my cousin was treated like,give them a better life .,give,them,Def,pronoun,Anim,a better life,Indef,non,Inanim
I don't know if my brother did or not couldn't tell &that& to $you$,tell you that -,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
occasionally he would tuck us in and read &stories& to $us$  and,read us stories,read,us,Def,pronoun,Anim,stories,Indef,non,Inanim
I think I told &that& to $you$ before - -  however,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
my father used to tell &stories about a little boy called Bill Bloggs& to $us$,tell us stories about a little boy called Bill Bloggs .,tell,us,Def,pronoun,Anim,stories about a little boy called Bill Bloggs,Indef,non,Inanim
and she gave &quite a conscience& to $everybody$ I think -  she,gave everybody quite a conscience,gave,everybody,Def,non,Anim,quite a conscience,Indef,non,Inanim
